PassengerId,Passenger_No,Passenger_group,HomePlanet,CryoSleep,Cabin,Cabin_Deck,Cabin_Side,Cabin_DS,Destination,Age,Age_Catg,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Total_Expenses,Name,Transported
0809_04,04,0809,Mars,False,F/151/S,F,S,FS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Wales Meake,True
0811_01,01,0811,Mars,False,F/152/S,F,S,FS,PSO J318.5-22,41.0,41-60,False,1209.0,0.0,0.0,0.0,833.0,2042.0,Ranutz Knik,False
0811_02,02,0811,Mars,True,F/152/S,F,S,FS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Pan Nutte,True
0811_03,03,0811,Mars,False,F/152/S,F,S,FS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Phams Nutte,True
0813_01,01,0813,Mars,True,F/169/P,F,P,FP,TRAPPIST-1e,59.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Frouse Katte,True
0815_01,01,0815,Earth,False,E/59/S,E,S,ES,TRAPPIST-1e,13.0,0-20,False,2.0,1.0,30.0,0.0,0.0,2.0,Wenise Meyersones,False
0816_01,01,0816,Europa,False,E/60/S,E,S,ES,55 Cancri e,24.0,21-40,False,0.0,284.0,0.0,4614.0,438.0,5052.0,Giedir Asoppor,False
0817_01,01,0817,Earth,True,G/119/P,G,P,GP,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Carona Baxters,False
0818_01,01,0818,Europa,False,B/29/S,B,S,BS,TRAPPIST-1e,71.0,60+,True,0.0,0.0,0.0,0.0,0.0,0.0,Ksorab Couseced,True
0819_01,01,0819,Earth,True,G/121/S,G,S,GS,PSO J318.5-22,23.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Patsya Gainney,True
0820_01,01,0820,Earth,False,F/154/S,F,S,FS,55 Cancri e,15.0,0-20,False,0.0,59.0,714.0,0.0,3.0,3.0,Hanry Strongers,True
0820_02,02,0820,Earth,False,G/122/S,G,S,GS,TRAPPIST-1e,18.0,0-20,False,751.0,0.0,0.0,0.0,0.0,751.0,Sus Strongers,False
0822_01,01,0822,Earth,False,F/156/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,0.0,561.0,10.0,0.0,161.0,161.0,Scotte Sweeton,True
0823_01,01,0823,Earth,True,G/123/S,G,S,GS,55 Cancri e,4.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Chadie Carrishley,True
0823_02,02,0823,Earth,False,G/160/P,G,P,GP,55 Cancri e,42.0,41-60,False,0.0,0.0,739.0,0.0,0.0,0.0,Wenten Carrishley,True
0824_01,01,0824,Mars,False,F/158/S,F,S,FS,TRAPPIST-1e,51.0,41-60,False,815.0,0.0,343.0,55.0,0.0,870.0,Teda Chpie,False
0825_01,01,0825,Earth,True,G/120/P,G,P,GP,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Alendy Wardendez,True
0826_01,01,0826,Earth,False,G/160/P,G,P,GP,TRAPPIST-1e,27.0,21-40,False,174.0,653.0,0.0,0.0,0.0,174.0,Danna Hoopez,True
0828_01,01,0828,Earth,False,F/159/S,F,S,FS,TRAPPIST-1e,42.0,41-60,False,786.0,0.0,22.0,59.0,0.0,845.0,Juliey Santry,False
0828_02,02,0828,Earth,False,F/159/S,F,S,FS,TRAPPIST-1e,41.0,41-60,False,324.0,2.0,0.0,7.0,26.0,357.0,Rosey Santry,True
0829_01,01,0829,Earth,False,F/170/P,F,P,FP,PSO J318.5-22,21.0,21-40,False,15.0,0.0,2695.0,2.0,0.0,17.0,Myrace Carverson,True
0830_01,01,0830,Earth,False,F/171/P,F,P,FP,TRAPPIST-1e,31.0,21-40,False,14.0,5.0,0.0,795.0,0.0,809.0,Eilan Hinesh,True
0833_01,01,0833,Europa,True,G/160/P,G,P,GP,55 Cancri e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Tarmus Poicaptic,True
0834_01,01,0834,Earth,False,F/173/P,F,P,FP,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,0.0,838.0,27.0,865.0,Garry Pacerty,False
0835_01,01,0835,Earth,False,G/124/S,G,S,GS,55 Cancri e,14.0,0-20,False,77.0,0.0,9.0,424.0,166.0,667.0,Briane Frazie,False
0836_01,01,0836,Mars,False,F/160/S,F,S,FS,PSO J318.5-22,32.0,21-40,True,494.0,701.0,71.0,0.0,0.0,494.0,Set Butte,False
0839_01,01,0839,Europa,False,B/30/S,B,S,BS,TRAPPIST-1e,32.0,21-40,False,0.0,179.0,0.0,0.0,5152.0,5152.0,Grumak Pokerheed,False
0840_01,01,0840,Earth,False,G/123/P,G,P,GP,TRAPPIST-1e,27.0,21-40,False,663.0,1111.0,0.0,0.0,2.0,665.0,Ebonyd Braymon,False
0845_01,01,0845,Europa,False,B/31/S,B,S,BS,55 Cancri e,57.0,41-60,False,2651.0,2956.0,0.0,266.0,1300.0,4217.0,Achbah Fueling,False
0846_01,01,0846,Earth,True,G/125/S,G,S,GS,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tera Simstravery,False
0848_01,01,0848,Mars,True,F/175/P,F,P,FP,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Sts Raca,True
0848_02,02,0848,Mars,True,F/175/P,F,P,FP,TRAPPIST-1e,14.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Monam Raca,True
0849_01,01,0849,Europa,False,B/32/S,B,S,BS,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Cellum Oidederval,True
0849_02,02,0849,Europa,True,B/32/S,B,S,BS,55 Cancri e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Tareson Oidederval,True
0850_01,01,0850,Mars,True,E/62/S,E,S,ES,TRAPPIST-1e,54.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Koops Nan,True
0851_01,01,0851,Earth,False,F/176/P,F,P,FP,55 Cancri e,23.0,21-40,False,217.0,378.0,19.0,1.0,12.0,230.0,Iandy Sarios,False
0853_01,01,0853,Earth,True,A/9/S,A,S,AS,55 Cancri e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Hamelik Ageurante,True
0859_01,01,0859,Earth,True,G/127/S,G,S,GS,TRAPPIST-1e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Eleaha Lambles,True
0860_01,01,0860,Earth,False,E/48/P,E,P,EP,TRAPPIST-1e,24.0,21-40,False,34.0,7.0,320.0,0.0,427.0,461.0,,False
0863_01,01,0863,Earth,True,G/129/S,G,S,GS,TRAPPIST-1e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Jone Walkerez,False
0863_02,02,0863,Earth,False,G/129/S,G,S,GS,TRAPPIST-1e,11.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Lynez Walkerez,False
0863_03,03,0863,Earth,True,G/129/S,G,S,GS,TRAPPIST-1e,6.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Rald Walkerez,False
0865_01,01,0865,Europa,True,B/35/S,B,S,BS,55 Cancri e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,,True
0865_02,02,0865,Europa,True,B/35/S,B,S,BS,55 Cancri e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Neutria Sandul,True
0867_01,01,0867,Earth,False,F/163/S,F,S,FS,TRAPPIST-1e,27.0,21-40,False,2.0,850.0,18.0,2.0,0.0,4.0,Ernice Stephendsey,False
0868_01,01,0868,Earth,True,G/130/S,G,S,GS,TRAPPIST-1e,37.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Ianya Peckers,True
0869_01,01,0869,Earth,False,F/164/S,F,S,FS,TRAPPIST-1e,55.0,41-60,False,280.0,0.0,444.0,0.0,0.0,280.0,Hilley Sweene,False
0870_01,01,0870,Earth,False,G/126/P,G,P,GP,PSO J318.5-22,27.0,21-40,False,112.0,473.0,0.0,92.0,0.0,204.0,Dessie Maynardner,False
0871_01,01,0871,Europa,False,A/10/S,A,S,AS,TRAPPIST-1e,20.0,0-20,False,2.0,4754.0,0.0,246.0,31.0,279.0,Polar Geneltic,True
0873_01,01,0873,Earth,False,F/180/P,F,P,FP,TRAPPIST-1e,16.0,0-20,False,0.0,0.0,32.0,2529.0,92.0,2621.0,Garyan Franton,False
0874_01,01,0874,Earth,False,F/165/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,0.0,162.0,540.0,0.0,0.0,0.0,Breney Briggston,False
0875_01,01,0875,Earth,False,G/131/S,G,S,GS,TRAPPIST-1e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,,False
0876_01,01,0876,Earth,False,F/166/S,F,S,FS,TRAPPIST-1e,35.0,21-40,False,12.0,687.0,46.0,2.0,0.0,14.0,Teryla Leodger,False
0877_01,01,0877,Europa,True,C/30/P,C,P,CP,55 Cancri e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Hallus Covetive,True
0878_01,01,0878,Mars,False,D/31/S,D,S,DS,PSO J318.5-22,37.0,21-40,True,381.0,0.0,3.0,447.0,0.0,828.0,Sceres Bancy,False
0879_01,01,0879,Earth,False,G/160/P,G,P,GP,TRAPPIST-1e,46.0,41-60,False,784.0,0.0,0.0,0.0,4.0,788.0,Therta Lanks,False
0881_01,01,0881,Europa,False,D/32/S,D,S,DS,TRAPPIST-1e,41.0,41-60,False,3103.0,3.0,0.0,31.0,26.0,3160.0,Gollux Reedall,False
0883_01,01,0883,Earth,False,G/127/P,G,P,GP,TRAPPIST-1e,13.0,0-20,False,875.0,5.0,10.0,18.0,0.0,893.0,Elson Malliamsey,False
0885_01,01,0885,Earth,True,G/133/S,G,S,GS,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Chelsa Pittson,False
0885_02,02,0885,Earth,True,G/133/S,G,S,GS,55 Cancri e,52.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Velyne Pittson,True
0889_01,01,0889,Europa,False,C/32/P,C,P,CP,TRAPPIST-1e,48.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Marfak Polksy,False
0889_02,02,0889,Europa,False,C/32/P,C,P,CP,55 Cancri e,27.0,21-40,False,1.0,12804.0,0.0,10.0,52.0,63.0,Izaron Polksy,True
0890_01,01,0890,Mars,False,F/184/P,F,P,FP,TRAPPIST-1e,16.0,0-20,False,172.0,0.0,338.0,9.0,0.0,181.0,,False
0893_01,01,0893,Earth,True,G/129/P,G,P,GP,55 Cancri e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Rica Barris,True
0898_01,01,0898,Earth,True,G/134/S,G,S,GS,TRAPPIST-1e,25.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Jilla Alldson,False
0899_01,01,0899,Earth,False,F/187/P,F,P,FP,TRAPPIST-1e,26.0,21-40,False,0.0,0.0,716.0,0.0,1.0,1.0,Evane Warrishales,True
0899_02,02,0899,Earth,True,G/130/P,G,P,GP,TRAPPIST-1e,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Allene Warrishales,False
0901_01,01,0901,Mars,False,F/167/S,F,S,FS,TRAPPIST-1e,32.0,21-40,False,47.0,0.0,2552.0,0.0,0.0,47.0,Grake Porki,True
0902_01,01,0902,Earth,False,F/188/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,200.0,124.0,0.0,413.0,0.0,613.0,Duana Jacostaney,True
0903_01,01,0903,Earth,True,G/135/S,G,S,GS,55 Cancri e,23.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Nelley Rushorney,False
0904_01,01,0904,Europa,False,C/33/P,C,P,CP,TRAPPIST-1e,44.0,41-60,False,0.0,2792.0,0.0,148.0,1043.0,1191.0,Wein Alcemblery,False
0905_01,01,0905,Mars,False,D/38/P,D,P,DP,PSO J318.5-22,29.0,21-40,False,4.0,0.0,421.0,435.0,19.0,458.0,Gicks Kin,False
0906_01,01,0906,Earth,False,F/168/S,F,S,FS,55 Cancri e,19.0,0-20,False,0.0,388.0,469.0,0.0,0.0,0.0,Gwenda Hinetthews,True
0907_01,01,0907,Europa,False,B/34/P,B,P,BP,55 Cancri e,41.0,41-60,False,0.0,5738.0,7.0,9038.0,28.0,9066.0,Achah Cassiding,False
0907_02,02,0907,Europa,False,B/34/P,B,P,BP,TRAPPIST-1e,28.0,21-40,False,0.0,1736.0,0.0,145.0,634.0,779.0,Marinon Cassiding,False
0910_01,01,0910,Earth,True,G/137/S,G,S,GS,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Violey Burryerson,True
0911_01,01,0911,Mars,False,F/189/P,F,P,FP,TRAPPIST-1e,32.0,21-40,True,2492.0,0.0,0.0,136.0,4.0,2632.0,Angars Blate,False
0911_02,02,0911,Earth,False,F/189/P,F,P,FP,TRAPPIST-1e,74.0,60+,False,853.0,0.0,543.0,31.0,0.0,884.0,Froops Blate,True
0912_01,01,0912,Europa,False,B/37/S,B,S,BS,TRAPPIST-1e,31.0,21-40,False,0.0,7461.0,0.0,369.0,450.0,819.0,Dyonon Imprank,True
0913_01,01,0913,Europa,False,E/51/P,E,P,EP,55 Cancri e,38.0,21-40,False,0.0,172.0,0.0,5907.0,34.0,5941.0,Shail Parymider,False
0915_01,01,0915,Earth,False,G/138/S,G,S,GS,TRAPPIST-1e,20.0,0-20,False,157.0,0.0,0.0,544.0,3.0,704.0,Jerrye Leodger,False
0918_01,01,0918,Earth,False,E/66/S,E,S,ES,TRAPPIST-1e,24.0,21-40,False,47.0,0.0,10.0,139.0,1406.0,1592.0,Caseye Fuenterson,False
0919_01,01,0919,Earth,False,F/190/P,F,P,FP,PSO J318.5-22,26.0,21-40,False,18.0,84.0,93.0,886.0,289.0,1193.0,Hery Kimons,False
0921_01,01,0921,Earth,True,G/139/S,G,S,GS,PSO J318.5-22,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Gracy Vinston,False
0922_01,01,0922,Europa,True,B/35/P,B,P,BP,55 Cancri e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Shaiam Obedaming,True
0922_02,02,0922,Europa,False,B/35/P,B,P,BP,55 Cancri e,31.0,21-40,False,0.0,1095.0,0.0,169.0,1226.0,1395.0,Achyon Obedaming,False
0923_01,01,0923,Europa,False,C/38/S,C,S,CS,55 Cancri e,27.0,21-40,False,0.0,7767.0,0.0,15.0,2453.0,2468.0,Hadaron Stiviorad,True
0923_02,02,0923,Europa,True,B/38/S,B,S,BS,TRAPPIST-1e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alpha Stiviorad,True
0924_01,01,0924,Earth,False,E/67/S,E,S,ES,TRAPPIST-1e,33.0,21-40,False,13.0,0.0,984.0,0.0,0.0,13.0,Jona Chaellerty,False
0925_01,01,0925,Mars,False,F/191/P,F,P,FP,TRAPPIST-1e,34.0,21-40,False,379.0,0.0,1626.0,0.0,0.0,379.0,Skix Kraie,False
0925_02,02,0925,Mars,True,F/191/P,F,P,FP,TRAPPIST-1e,11.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Varkes Kraie,True
0925_03,03,0925,Mars,True,F/191/P,F,P,FP,TRAPPIST-1e,41.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Almone Kraie,True
0926_01,01,0926,Europa,False,B/39/S,B,S,BS,55 Cancri e,30.0,21-40,False,0.0,7992.0,0.0,507.0,25.0,532.0,Minchib Asticit,True
0926_02,02,0926,Europa,False,B/39/S,B,S,BS,TRAPPIST-1e,30.0,21-40,False,0.0,760.0,234.0,2761.0,81.0,2842.0,Alkeson Asticit,False
0927_01,01,0927,Earth,False,G/140/S,G,S,GS,TRAPPIST-1e,25.0,21-40,False,0.0,0.0,699.0,43.0,22.0,65.0,Emmax Avisnydes,False
0928_01,01,0928,Earth,True,G/133/P,G,P,GP,PSO J318.5-22,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Elene Ryanglasey,True
0930_01,01,0930,Earth,False,F/192/P,F,P,FP,TRAPPIST-1e,38.0,21-40,False,646.0,0.0,0.0,135.0,260.0,1041.0,Arlie Sweett,False
0930_02,02,0930,Earth,True,G/134/P,G,P,GP,TRAPPIST-1e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Elanie Sweett,True
0931_01,01,0931,Earth,False,F/193/P,F,P,FP,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,115.0,126.0,491.0,617.0,Therie Flynnis,True
0932_01,01,0932,Mars,True,G/160/P,G,P,GP,TRAPPIST-1e,29.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Boats Pette,True
0933_01,01,0933,Europa,False,C/35/P,C,P,CP,TRAPPIST-1e,30.0,21-40,False,14.0,12045.0,0.0,2121.0,0.0,2135.0,,True
0933_02,02,0933,Europa,False,C/35/P,C,P,CP,TRAPPIST-1e,29.0,21-40,False,0.0,1127.0,0.0,1867.0,1070.0,2937.0,Astorux Fawnsive,False
0935_01,01,0935,Earth,False,F/194/P,F,P,FP,TRAPPIST-1e,36.0,21-40,False,0.0,11.0,0.0,18.0,872.0,890.0,Terly Rocknight,False
0938_01,01,0938,Earth,False,F/172/S,F,S,FS,TRAPPIST-1e,24.0,21-40,False,174.0,0.0,0.0,630.0,0.0,804.0,Earlie Solinez,False
0938_02,02,0938,Earth,False,E/68/S,E,S,ES,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,871.0,0.0,0.0,0.0,Walles Solinez,True
0938_03,03,0938,Earth,False,G/143/S,G,S,GS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tiney Solinez,True
0939_01,01,0939,Earth,True,G/135/P,G,P,GP,TRAPPIST-1e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Eulah Peter,True
0940_01,01,0940,Earth,False,G/136/P,G,P,GP,TRAPPIST-1e,38.0,21-40,False,55.0,741.0,0.0,0.0,13.0,68.0,Armen Byerton,True
0941_01,01,0941,Earth,False,F/195/P,F,P,FP,TRAPPIST-1e,13.0,0-20,False,0.0,7.0,0.0,1175.0,0.0,1175.0,Carita Steeletters,False
0942_01,01,0942,Mars,False,F/196/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,594.0,0.0,555.0,0.0,0.0,594.0,Triple Vloaf,False
0944_01,01,0944,Earth,False,G/137/P,G,P,GP,TRAPPIST-1e,16.0,0-20,False,891.0,0.0,831.0,0.0,0.0,891.0,Hilley Weaverays,False
0944_02,02,0944,Earth,False,G/137/P,G,P,GP,55 Cancri e,8.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Terrie Weaverays,False
0946_01,01,0946,Earth,False,F/198/P,F,P,FP,TRAPPIST-1e,19.0,0-20,False,72.0,5.0,0.0,342.0,188.0,602.0,Verly Emenez,True
0947_01,01,0947,Earth,False,G/138/P,G,P,GP,55 Cancri e,26.0,21-40,False,0.0,474.0,0.0,0.0,201.0,201.0,Lyny Frandriquez,False
0949_01,01,0949,Earth,True,G/140/P,G,P,GP,55 Cancri e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Benny Johnsby,True
0951_01,01,0951,Earth,True,G/144/S,G,S,GS,PSO J318.5-22,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,True
0952_01,01,0952,Mars,False,F/175/S,F,S,FS,TRAPPIST-1e,45.0,41-60,False,877.0,0.0,1383.0,0.0,0.0,877.0,Grios Colle,False
0953_01,01,0953,Earth,False,F/199/P,F,P,FP,PSO J318.5-22,48.0,41-60,False,0.0,306.0,3.0,0.0,359.0,359.0,Erice Potters,False
0955_01,01,0955,Earth,True,G/145/S,G,S,GS,55 Cancri e,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Glena Smalloney,False
0956_01,01,0956,Earth,False,E/70/S,E,S,ES,TRAPPIST-1e,28.0,21-40,False,0.0,631.0,0.0,5.0,0.0,5.0,Jimen Bartez,True
0957_01,01,0957,Mars,True,F/201/P,F,P,FP,TRAPPIST-1e,41.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Waffs Hapie,True
0960_01,01,0960,Earth,False,E/72/S,E,S,ES,TRAPPIST-1e,19.0,0-20,False,3.0,0.0,0.0,0.0,788.0,791.0,Lorian Youngrayes,False
0961_01,01,0961,Earth,False,G/141/P,G,P,GP,55 Cancri e,14.0,0-20,False,0.0,885.0,8.0,0.0,0.0,0.0,Gailia Lewinez,True
0964_01,01,0964,Europa,True,B/36/P,B,P,BP,TRAPPIST-1e,21.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alderak Platch,True
0964_02,02,0964,Europa,True,B/36/P,B,P,BP,TRAPPIST-1e,48.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Weidus Platch,True
0965_01,01,0965,Mars,False,F/178/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,631.0,0.0,834.0,304.0,0.0,935.0,Wacks Depie,False
0966_01,01,0966,Earth,False,F/179/S,F,S,FS,TRAPPIST-1e,29.0,21-40,False,1377.0,0.0,0.0,167.0,0.0,1544.0,Duana Fulloydez,False
0968_01,01,0968,Earth,False,E/53/P,E,P,EP,TRAPPIST-1e,20.0,0-20,False,792.0,0.0,0.0,0.0,0.0,792.0,Tyrona Figuez,False
0969_01,01,0969,Mars,True,F/202/P,F,P,FP,TRAPPIST-1e,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Lar Emone,True
0970_01,01,0970,Earth,True,G/142/P,G,P,GP,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tamie Blace,True
0971_01,01,0971,Earth,True,G/143/P,G,P,GP,TRAPPIST-1e,64.0,60+,False,0.0,0.0,0.0,0.0,0.0,0.0,,False
0972_01,01,0972,Earth,False,E/54/P,E,P,EP,TRAPPIST-1e,21.0,21-40,False,0.0,314.0,323.0,1026.0,6.0,1032.0,Glendy Humphreyes,False
0975_01,01,0975,Earth,False,E/56/P,E,P,EP,55 Cancri e,32.0,21-40,False,58.0,317.0,448.0,3.0,0.0,61.0,Allena Hoppernardy,True
0976_01,01,0976,Earth,True,G/146/S,G,S,GS,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tonyn Sweeton,False
0978_01,01,0978,Earth,False,F/203/P,F,P,FP,TRAPPIST-1e,24.0,21-40,False,0.0,32.0,8.0,0.0,0.0,0.0,Lesley Coxterez,False
0979_01,01,0979,Europa,False,B/40/S,B,S,BS,TRAPPIST-1e,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Gimph Fushausive,True
0982_01,01,0982,Earth,True,G/145/P,G,P,GP,PSO J318.5-22,57.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Eriky Hewson,True
0982_02,02,0982,Earth,False,G/145/P,G,P,GP,TRAPPIST-1e,51.0,41-60,False,0.0,0.0,4.0,0.0,0.0,0.0,Joyton Hewson,False
0983_01,01,0983,Earth,True,G/149/S,G,S,GS,55 Cancri e,34.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,True
0984_01,01,0984,Earth,False,G/150/S,G,S,GS,TRAPPIST-1e,45.0,41-60,False,0.0,1.0,13.0,0.0,873.0,873.0,Wen Woodwin,False
0984_02,02,0984,Earth,False,F/182/S,F,S,FS,TRAPPIST-1e,24.0,21-40,False,0.0,0.0,718.0,0.0,0.0,0.0,,False
0984_03,03,0984,Earth,False,G/150/S,G,S,GS,TRAPPIST-1e,23.0,21-40,False,0.0,0.0,490.0,0.0,319.0,319.0,Morrie Sweekstarks,False
0984_04,04,0984,Earth,True,G/150/S,G,S,GS,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Lyde Sweekstarks,True
0984_05,05,0984,Earth,False,F/182/S,F,S,FS,55 Cancri e,20.0,0-20,False,0.0,11.0,0.0,136.0,1088.0,1224.0,Greggy Sweekstarks,False
0984_06,06,0984,Earth,True,G/150/S,G,S,GS,TRAPPIST-1e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Walley Sweekstarks,True
0984_07,07,0984,Earth,True,G/150/S,G,S,GS,PSO J318.5-22,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Shery Flemaney,False
0984_08,08,0984,Earth,True,G/150/S,G,S,GS,TRAPPIST-1e,71.0,60+,False,0.0,0.0,0.0,0.0,0.0,0.0,Alancy Flemaney,True
0985_01,01,0985,Earth,False,E/57/P,E,P,EP,55 Cancri e,18.0,0-20,False,6.0,0.0,0.0,12.0,704.0,722.0,Dory Reyerson,True
0987_01,01,0987,Earth,False,F/204/P,F,P,FP,TRAPPIST-1e,16.0,0-20,False,3.0,0.0,35.0,150.0,478.0,631.0,Fayen Norrison,False
0988_01,01,0988,Earth,False,G/151/S,G,S,GS,TRAPPIST-1e,28.0,21-40,False,0.0,3.0,906.0,0.0,0.0,0.0,Lyne Bartez,False
0988_02,02,0988,Earth,False,E/73/S,E,S,ES,TRAPPIST-1e,36.0,21-40,False,1.0,784.0,0.0,55.0,149.0,205.0,Jeresa Bartez,True
0989_01,01,0989,Earth,False,G/146/P,G,P,GP,TRAPPIST-1e,6.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Kayd Moranthons,False
0990_01,01,0990,Earth,False,F/183/S,F,S,FS,PSO J318.5-22,26.0,21-40,False,0.0,541.0,46.0,4.0,96.0,100.0,Tonia Cochrisons,False
0991_01,01,0991,Earth,True,G/152/S,G,S,GS,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Bethew Acobsond,False
0992_01,01,0992,Europa,False,D/35/S,D,S,DS,TRAPPIST-1e,49.0,41-60,False,31.0,2727.0,0.0,184.0,135.0,350.0,Zino Kiling,True
0992_02,02,0992,Europa,False,D/35/S,D,S,DS,TRAPPIST-1e,29.0,21-40,False,387.0,942.0,0.0,9927.0,1341.0,11655.0,Tareson Kiling,False
0992_03,03,0992,Europa,False,D/35/S,D,S,DS,55 Cancri e,46.0,41-60,False,1192.0,1736.0,17.0,21.0,0.0,1213.0,Matan Herpumble,True
0992_04,04,0992,Europa,False,G/160/P,G,P,GP,55 Cancri e,35.0,21-40,True,8030.0,300.0,0.0,0.0,1436.0,9466.0,Naosa Herpumble,False
0992_05,05,0992,Europa,True,D/35/S,D,S,DS,55 Cancri e,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Sinon Kiling,True
0992_06,06,0992,Europa,False,D/35/S,D,S,DS,55 Cancri e,37.0,21-40,False,4301.0,791.0,0.0,1748.0,91.0,6140.0,Weidus Kiling,False
0993_01,01,0993,Earth,False,F/184/S,F,S,FS,55 Cancri e,24.0,21-40,False,252.0,0.0,0.0,449.0,0.0,701.0,Juanie Miltongson,False
0994_01,01,0994,Earth,True,G/153/S,G,S,GS,TRAPPIST-1e,47.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Ellene Wartyson,False
0994_02,02,0994,Earth,False,F/185/S,F,S,FS,TRAPPIST-1e,26.0,21-40,False,621.0,1.0,98.0,11.0,135.0,767.0,Dell Wartyson,False
0995_01,01,0995,Europa,True,C/36/P,C,P,CP,55 Cancri e,46.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Chabik Barmant,True
